sha,title,reason,type,confidence,commit_url,pr_url,repo_id,repo_name,full_name
f3373bc48b957c1d3119c254e1a5e6089a6c3b4e,feat: add Swagger annotations to Batch 6 - Rules Engine & Business Logic,"The commit primarily adds and modifies Swagger annotations to improve the documentation and clarity of the code, which enhances the readability and understandability of the codebase.",readability,8,https://github.com/dotCMS/core/commit/f3373bc48b957c1d3119c254e1a5e6089a6c3b4e,https://github.com/dotCMS/core/pull/32661,3729629.0,dotCMS/core,dotCMS/core
bf0aee2f54630f26872951fd245849edbfe7cda6,feat: add Swagger annotations to Batch 5 - Publishing & Distribution,"The commit primarily adds and modifies annotations to improve the documentation and clarity of the code, which enhances the understandability and readability of the codebase without changing logic or structure.",readability,8,https://github.com/dotCMS/core/commit/bf0aee2f54630f26872951fd245849edbfe7cda6,https://github.com/dotCMS/core/pull/32660,3729629.0,dotCMS/core,dotCMS/core
47f5f764bf292d8b8de161f3f7686c96909dd7fc,Convert Java 21 code to Java 8 compatibility,"The commit focuses on modifying code to be compatible with an older Java version, which involves refactoring legacy code to modernize or adapt it for compatibility purposes.",legacy_code,9,https://github.com/finyuq/java-sdk/commit/47f5f764bf292d8b8de161f3f7686c96909dd7fc,https://github.com/finyuq/java-sdk/pull/1,966003195.0,finyuq/java-sdk,finyuq/java-sdk
55b19932a1a0bad9e9afaf5cb4d3a7bd4b9b5be8,Rename parser variables,"The commit focuses on renaming variables to camelCase, which primarily improves the readability of the code by making variable names consistent and easier to understand.",readability,9,https://github.com/MetricsHub/jawk/commit/55b19932a1a0bad9e9afaf5cb4d3a7bd4b9b5be8,https://github.com/MetricsHub/jawk/pull/255,119057027.0,MetricsHub/jawk,MetricsHub/jawk
f7aff75a72e98ddbb61bfb01cdea073b81ffb5fb,feat: finalize Swagger annotations implementation - Batch 9 cleanup,"The commit focuses on adding and modifying Swagger annotations to improve the documentation and clarity of the code, which primarily enhances code readability and understanding for developers and users of the API.",readability,8,https://github.com/dotCMS/core/commit/f7aff75a72e98ddbb61bfb01cdea073b81ffb5fb,https://github.com/dotCMS/core/pull/32664,3729629.0,dotCMS/core,dotCMS/core
d949d13304906d96a5b8ea93465c9b8d9a8b029c,Renaming the `flogger` package and the backing classes,"The commit focuses on renaming and moving classes and changing types, which primarily improves the clarity and understandability of the code by making naming more consistent and meaningful, thus enhancing readability.",readability,8,https://github.com/SpineEventEngine/logging/commit/d949d13304906d96a5b8ea93465c9b8d9a8b029c,https://github.com/SpineEventEngine/logging/pull/98,629244359.0,SpineEventEngine/logging,SpineEventEngine/logging
f978ca08e488f036d4db8ec1cbf34b5fda2f2c2a,Refactor item registration to RegistryObject,"The commit refactors item registration to use RegistryObject, which likely improves the structure and maintainability of the code by standardizing how items are registered and managed. The extensive changes (adding attribute modifiers and changing attribute types) suggest a focus on improving the code's maintainability rather than addressing performance, duplication, or other issues.",maintainability,8,https://github.com/fabula-sk/Millenaire/commit/f978ca08e488f036d4db8ec1cbf34b5fda2f2c2a,https://github.com/fabula-sk/Millenaire/pull/97,1017927516.0,fabula-sk/Millenaire,fabula-sk/Millenaire
3b4bf8e45b10e867e7076865b962e49ab708887d,Renaming the `flogger` package and the backing classes,"The commit focuses on renaming, improving code layout, and adding annotations to address inspection warnings, which primarily enhances the clarity and understandability of the code, indicating an improvement in readability.",readability,8,https://github.com/SpineEventEngine/logging/commit/3b4bf8e45b10e867e7076865b962e49ab708887d,https://github.com/SpineEventEngine/logging/pull/98,629244359.0,SpineEventEngine/logging,SpineEventEngine/logging
d2bf9d5b10e34ffb168ab606dc6d09b57eef64e1,Feature/test-analysis-cui-jwt-validation,"The commit involves extensive refactoring focused on annotations, variable types, and method renaming, which primarily improves the structure and clarity of the code, making it easier to maintain and evolve. These changes do not directly address performance, duplication, or logical errors but enhance the maintainability of the codebase.",maintainability,8,https://github.com/cuioss/cui-jwt/commit/d2bf9d5b10e34ffb168ab606dc6d09b57eef64e1,https://github.com/cuioss/cui-jwt/pull/50,940485168.0,cuioss/cui-jwt,cuioss/cui-jwt
f503471421acc99cd94f83f991cd2a1c604f35a7,Refactor pages to use Reddick naming,"The commit involves extensive renaming and refactoring to improve naming consistency, which primarily enhances code readability and understandability.",readability,9,https://github.com/aldrisheesh/Netnet-Application-System/commit/f503471421acc99cd94f83f991cd2a1c604f35a7,https://github.com/aldrisheesh/Netnet-Application-System/pull/17,989063698.0,aldrisheesh/Netnet-Application-System,aldrisheesh/Netnet-Application-System
9861ca6a4c7d60c85873057e0260293bb85db0fd,Refactor utils to reddick naming,"The commit focuses on renaming variables, parameters, and attributes to follow a consistent naming style, which improves the clarity and understandability of the code, thus enhancing readability.",readability,9,https://github.com/aldrisheesh/Netnet-Application-System/commit/9861ca6a4c7d60c85873057e0260293bb85db0fd,https://github.com/aldrisheesh/Netnet-Application-System/pull/20,989063698.0,aldrisheesh/Netnet-Application-System,aldrisheesh/Netnet-Application-System
286233491de7faa2da27184956fb0bb6e1f0e7d5,Improve Java compiler struct inference,"The commit involves extensive changes to types and renaming, which likely improves the clarity and understandability of the code, making it easier to read and comprehend. This aligns with improving readability rather than addressing performance, duplication, or other issues.",readability,8,https://github.com/mochilang/mochi/commit/286233491de7faa2da27184956fb0bb6e1f0e7d5,https://github.com/mochilang/mochi/pull/7500,985853139.0,mochilang/mochi,mochilang/mochi
2ca3c86814ef07a4bb078e417d8f091c1d205ba3,Documentación,"The commit involves extensive refactoring including renaming, extracting variables, changing access modifiers, and removing annotations, all aimed at improving code structure and reducing code smells. These changes primarily enhance the maintainability of the codebase by making it less fragile and easier to manage.",maintainability,9,https://github.com/CodigoCreativoUTEC/backendPFT/commit/2ca3c86814ef07a4bb078e417d8f091c1d205ba3,https://github.com/CodigoCreativoUTEC/backendPFT/pull/22,882041613.0,CodigoCreativoUTEC/backendPFT,CodigoCreativoUTEC/backendPFT
7dcf26b1f175bb262d171476e3f02c946c152f58,Fix ParameterNameCheck issues,"The commit involves renaming parameters and variables to fix Checkstyle issues, which primarily improves code readability by making names clearer and more consistent.",readability,9,https://github.com/MetricsHub/jawk/commit/7dcf26b1f175bb262d171476e3f02c946c152f58,https://github.com/MetricsHub/jawk/pull/246,119057027.0,MetricsHub/jawk,MetricsHub/jawk
e16676f5fc82f48070bb13a84530f68195ed811f,Remove minimessage usage,"The commit involves changing attribute, parameter, and variable types extensively, likely to remove dependencies on the minimessage library and fix placeholder imports. This suggests the primary motivation is to eliminate unwanted dependencies on other modules.",dependency,8,https://github.com/DarkZelotesTV/kEssentials/commit/e16676f5fc82f48070bb13a84530f68195ed811f,https://github.com/DarkZelotesTV/kEssentials/pull/23,996318506.0,DarkZelotesTV/kEssentials,DarkZelotesTV/kEssentials
1db67ee679e8477280549992a06950c81deacec8,Remove underscores from opcode names,"The commit focuses on renaming attributes by removing underscores from opcode names, which primarily improves the clarity and understandability of the code, enhancing readability.",readability,8,https://github.com/MetricsHub/jawk/commit/1db67ee679e8477280549992a06950c81deacec8,https://github.com/MetricsHub/jawk/pull/233,119057027.0,MetricsHub/jawk,MetricsHub/jawk
3a9e1b3fa5c9fb2ccfc154bb5eb8a917282959e0,Enhance Monitoring System,"The commit involves extensive refactoring including moving many classes, renaming methods and packages, extracting methods, and modifying annotations, which primarily improves the structure and organization of the codebase to make it easier to maintain and evolve over time. These changes are typical of efforts to improve maintainability rather than addressing performance, duplication, or logical errors.",maintainability,8,https://github.com/freedomcorp24/GhostProtocol/commit/3a9e1b3fa5c9fb2ccfc154bb5eb8a917282959e0,https://github.com/freedomcorp24/GhostProtocol/pull/6,938173708.0,freedomcorp24/GhostProtocol,freedomcorp24/GhostProtocol
586e97b38a6e855f910397478f645b911522778e,Refactor AVM runtime stack,"The commit involves extensive renaming of variables, parameters, and attributes, as well as moving and modifying class access, which indicates an effort to improve the structure and clarity of the code. These changes primarily enhance the readability and maintainability of the codebase by making it easier to understand and work with, but since the focus is on renaming and refactoring rather than fixing logic or performance, maintainability is the most fitting category.",maintainability,8,https://github.com/MetricsHub/jawk/commit/586e97b38a6e855f910397478f645b911522778e,https://github.com/MetricsHub/jawk/pull/226,119057027.0,MetricsHub/jawk,MetricsHub/jawk
ad12dbfdcf8da487b2968c5691933de29d414cbc,Update packages to com.grape.grapes_ss,"The commit involves renaming the package and moving classes extensively, which is typically done to improve the structure and maintainability of the codebase by organizing it better and possibly modernizing the package structure.",maintainability,8,https://github.com/deymosko/seasonstuff/commit/ad12dbfdcf8da487b2968c5691933de29d414cbc,https://github.com/deymosko/seasonstuff/pull/2,1008403115.0,deymosko/seasonstuff,deymosko/seasonstuff
4847a048c9b06e19b40127c97d0c2cebff12c34f,Enhance Java compiler data class support,"The commit involves extensive changes to attribute types, return types, and variable types, which likely improves the structure and clarity of the code, making it easier to understand and maintain. These changes suggest an effort to improve the code's readability and maintainability rather than addressing performance or logical issues.",maintainability,8,https://github.com/mochilang/mochi/commit/4847a048c9b06e19b40127c97d0c2cebff12c34f,https://github.com/mochilang/mochi/pull/7399,985853139.0,mochilang/mochi,mochilang/mochi
3af3d43a7a57ee64d50e551bc04cdc42dba1d39e,Remove architectury remnants for Forge-only mod,"The commit focuses on removing remnants of architectury and fabric, which are dependencies or frameworks, indicating the primary motivation is to eliminate unwanted dependencies to other modules.",dependency,9,https://github.com/deymosko/seasonstuff/commit/3af3d43a7a57ee64d50e551bc04cdc42dba1d39e,https://github.com/deymosko/seasonstuff/pull/1,1008403115.0,deymosko/seasonstuff,deymosko/seasonstuff
22d4417b50cae5b2eb43144bebbe15466c95b6b4,Improve Java compiler type inference,"The commit involves extensive changes to attribute, parameter, return, and variable types, which likely improves the clarity and understandability of the code by making types more explicit and consistent, thus enhancing readability.",readability,8,https://github.com/mochilang/mochi/commit/22d4417b50cae5b2eb43144bebbe15466c95b6b4,https://github.com/mochilang/mochi/pull/7403,985853139.0,mochilang/mochi,mochilang/mochi
899a326759d47aa087fb7244f40d67fcebe2cc36,MySQL Database Integration with Database-Driven Dropdowns,"The commit focuses on integrating MySQL database and refactoring code to support database-driven dropdowns, which involves significant changes to entity classes, repositories, and service layers. This extensive refactoring improves the maintainability of the codebase by replacing the in-memory H2 database with a persistent MySQL database and organizing the code to better handle entity relationships and data initialization. The changes also include adding comprehensive tests, which supports maintainability. The primary motivation appears to be improving maintainability rather than addressing readability, duplication, or other issues.",maintainability,8,https://github.com/ccoders01/devin-iris-rahul2/commit/899a326759d47aa087fb7244f40d67fcebe2cc36,https://github.com/ccoders01/devin-iris-rahul2/pull/2,1004859803.0,ccoders01/devin-iris-rahul2,ccoders01/devin-iris-rahul2
23aa6f2ed829f45c869ca824346d5d6c317fcb3b,Implement entry-based time tracking,"The commit involves extensive refactoring including renaming, changing types, modifying annotations, and restructuring methods and variables to implement an entry-based time tracking model. These changes primarily improve the structure and organization of the code to make it easier to maintain and evolve, indicating a focus on maintainability.",maintainability,8,https://github.com/TheChristopher21/Chrono/commit/23aa6f2ed829f45c869ca824346d5d6c317fcb3b,https://github.com/TheChristopher21/Chrono/pull/20,921245050.0,TheChristopher21/Chrono,TheChristopher21/Chrono
9a2320e34b141855f0e3a02d4c2574235dcff89c,Fix Checkstyle parameter names,"The commit focuses on renaming parameters and variables to improve code clarity and adherence to style guidelines, which directly enhances code readability.",readability,9,https://github.com/MetricsHub/jawk/commit/9a2320e34b141855f0e3a02d4c2574235dcff89c,https://github.com/MetricsHub/jawk/pull/254,119057027.0,MetricsHub/jawk,MetricsHub/jawk
5f6da911339a0ff6036ccecb8a937ccfaaeb1b63,Feature/test-analysis-cui-jwt-validation,"The commit focuses on enhancing the test suite by migrating to a new testing framework (CUI), improving parameterized testing, adding comprehensive assertion messages, and improving test coverage and security validation. These changes primarily address difficulties in testing the code effectively without refactoring, improving test patterns and coverage, and making tests more robust and maintainable. Therefore, the primary motivation aligns with improving testability.",testability,9,https://github.com/cuioss/cui-jwt/commit/5f6da911339a0ff6036ccecb8a937ccfaaeb1b63,https://github.com/cuioss/cui-jwt/pull/50,940485168.0,cuioss/cui-jwt,cuioss/cui-jwt
3493b50efc315abc44261cf2643bf7159b1f45b0,Fix account nav and apply Reddick naming,"The commit focuses on renaming parameters and variables to apply a consistent naming convention (Reddick naming) and fix navigation issues, which primarily improves code clarity and understandability, thus enhancing readability.",readability,8,https://github.com/aldrisheesh/Netnet-Application-System/commit/3493b50efc315abc44261cf2643bf7159b1f45b0,https://github.com/aldrisheesh/Netnet-Application-System/pull/21,989063698.0,aldrisheesh/Netnet-Application-System,aldrisheesh/Netnet-Application-System
663bf58b75d2c5781c0d0cacb7757eea29680b54,Rename more decompiled names,"The commit focuses on renaming obfuscated classes, methods, and variables to improve code clarity and understanding, which directly addresses poor readability.",readability,9,https://github.com/Ddemon26/2006Scape/commit/663bf58b75d2c5781c0d0cacb7757eea29680b54,https://github.com/Ddemon26/2006Scape/pull/1,1009802329.0,Ddemon26/2006Scape,Ddemon26/2006Scape
b4c377abc781bf3ca47741194007cdeccd9380de,Refatora MainView e cria views dedicadas,"The commit focuses on refactoring views to modularize listings, which improves the structure and organization of the code, making it easier to maintain. The extensive changes such as extracting classes, moving methods and attributes, and renaming variables indicate efforts to enhance maintainability rather than addressing performance, duplication, or other issues.",maintainability,9,https://github.com/JP-Estudante/Garudo-Pago/commit/b4c377abc781bf3ca47741194007cdeccd9380de,https://github.com/JP-Estudante/Garudo-Pago/pull/18,998101512.0,JP-Estudante/Garudo-Pago,JP-Estudante/Garudo-Pago
0228a33d80d197b697565f88c640bb15efbda4fd,Fix Javadoc formatting,"The commit focuses on fixing Javadoc formatting and involves multiple refactorings related to modifiers, annotations, method extraction, and renaming, which primarily improve the clarity and understandability of the code documentation and structure, thus enhancing readability.",readability,8,https://github.com/csitte/autocloseablelock/commit/0228a33d80d197b697565f88c640bb15efbda4fd,https://github.com/csitte/autocloseablelock/pull/6,483598169.0,csitte/autocloseablelock,csitte/autocloseablelock
38c4941648474bdc12fab52e1ba9163b8d2a9975,[BOT] refactor(rename): Game audio methods,"The commit focuses on renaming various elements such as methods, parameters, and variables to improve clarity and understanding of the code, which directly addresses readability issues.",readability,9,https://github.com/Ddemon26/2006Scape/commit/38c4941648474bdc12fab52e1ba9163b8d2a9975,https://github.com/Ddemon26/2006Scape/pull/4,1009802329.0,Ddemon26/2006Scape,Ddemon26/2006Scape
67134fa6b6a3634c5a94786113fecb4db0115c22,Documentación,"The commit involves adding annotations, renaming methods and variables, extracting methods and variables, and improving test parameterization, all of which improve the clarity and understandability of the code and tests. These changes primarily enhance the readability of the codebase.",readability,8,https://github.com/CodigoCreativoUTEC/backendPFT/commit/67134fa6b6a3634c5a94786113fecb4db0115c22,https://github.com/CodigoCreativoUTEC/backendPFT/pull/22,882041613.0,CodigoCreativoUTEC/backendPFT,CodigoCreativoUTEC/backendPFT
617844fbfabcee40490e2c9689f74697ef3d801d,Clarify method parameters,"The commit focuses on renaming methods and parameters to improve clarity, which directly enhances the readability of the code by making it easier to understand.",readability,9,https://github.com/OpenHFT/Chronicle-Wire/commit/617844fbfabcee40490e2c9689f74697ef3d801d,https://github.com/OpenHFT/Chronicle-Wire/pull/1061,29301872.0,OpenHFT/Chronicle-Wire,OpenHFT/Chronicle-Wire
